
Session altered.

pv_quarter,item_category,meal_tier,deal_flag,item_type,qty_sold,revenue,avg_unit_price
2024-Q1,N/A - Pickup Order,WEEKDAY,22,0,0
2024-Q1,N/A - Pickup Order,WEEKEND,4,0,0
2024-Q1,PandaMove Express,WEEKDAY,7,55.7,7.96
2024-Q1,PandaMove Express,WEEKEND,1,7.9,7.9
2024-Q1,RotiRoad Express,WEEKDAY,10,70.8,7.08
2024-Q1,RotiRoad Express,WEEKEND,4,32.6,8.15
2024-Q1,SwiftDrop KL,WEEKDAY,6,52.2,8.7
2024-Q1,SwiftDrop KL,WEEKEND,7,58.6,8.37
2024-Q1,TapauRunner,WEEKDAY,6,36.3,6.05
2024-Q1,TapauRunner,WEEKEND,6,37.1,6.18
2024-Q2,EasyDrop Hub,WEEKDAY,13,71.4,5.49
2024-Q2,EasyDrop Hub,WEEKEND,6,47.4,7.9
2024-Q2,FlashRider MY,WEEKDAY,14,94,6.71
2024-Q2,FlashRider MY,WEEKEND,8,51.2,6.4
2024-Q2,GoSend City,WEEKDAY,14,102.6,7.33
2024-Q2,Halo Courier Eats,WEEKDAY,5,41.5,8.3
2024-Q2,Halo Courier Eats,WEEKEND,1,8.9,8.9
2024-Q2,LajuFood Rider,WEEKDAY,7,48.6,6.94
2024-Q2,LajuFood Rider,WEEKEND,6,46.6,7.77
2024-Q2,Maju Dispatch,WEEKDAY,2,7.7,3.85
2024-Q2,Maju Dispatch,WEEKEND,3,22.9,7.63
2024-Q2,N/A - Pickup Order,WEEKDAY,18,0,0
2024-Q2,N/A - Pickup Order,WEEKEND,10,0,0
2024-Q2,PandaMove Express,WEEKDAY,5,41.3,8.26
2024-Q2,PandaMove Express,WEEKEND,2,15,7.5
2024-Q2,RotiRoad Express,WEEKDAY,3,15,5
2024-Q2,RotiRoad Express,WEEKEND,1,8,8
2024-Q2,SwiftDrop KL,WEEKDAY,11,77.6,7.05
2024-Q2,SwiftDrop KL,WEEKEND,3,23.8,7.93
2024-Q2,TapauRunner,WEEKDAY,16,99.5,6.22
2024-Q2,TapauRunner,WEEKEND,2,8.1,4.05
2024-Q3,EasyDrop Hub,WEEKDAY,10,64.8,6.48
2024-Q3,EasyDrop Hub,WEEKEND,6,35.4,5.9
2024-Q3,FlashRider MY,WEEKDAY,11,73.2,6.65
2024-Q3,FlashRider MY,WEEKEND,2,14.6,7.3
2024-Q3,GoSend City,WEEKDAY,8,50.4,6.3
2024-Q3,GoSend City,WEEKEND,4,35.4,8.85
2024-Q3,Halo Courier Eats,WEEKDAY,9,55.7,6.19
2024-Q3,Halo Courier Eats,WEEKEND,4,32.4,8.1
2024-Q3,LajuFood Rider,WEEKDAY,10,75.4,7.54
2024-Q3,LajuFood Rider,WEEKEND,6,45.2,7.53
2024-Q3,Maju Dispatch,WEEKDAY,3,25.5,8.5
2024-Q3,Maju Dispatch,WEEKEND,3,13.8,4.6
2024-Q3,N/A - Pickup Order,WEEKDAY,19,0,0
2024-Q3,N/A - Pickup Order,WEEKEND,8,0,0
2024-Q3,PandaMove Express,WEEKDAY,9,69.1,7.68
2024-Q3,RotiRoad Express,WEEKDAY,4,24.2,6.05
2024-Q3,RotiRoad Express,WEEKEND,1,7.4,7.4
2024-Q3,SwiftDrop KL,WEEKDAY,7,60,8.57
2024-Q3,SwiftDrop KL,WEEKEND,7,60,8.57
2024-Q3,TapauRunner,WEEKDAY,16,108.8,6.8
2024-Q3,TapauRunner,WEEKEND,8,44.4,5.55
2024-Q4,EasyDrop Hub,WEEKDAY,9,50.8,5.64
2024-Q4,EasyDrop Hub,WEEKEND,6,46.4,7.73
2024-Q4,FlashRider MY,WEEKDAY,11,68.8,6.25
2024-Q4,FlashRider MY,WEEKEND,5,33.8,6.76
2024-Q4,GoSend City,WEEKDAY,12,97.9,8.16
2024-Q4,GoSend City,WEEKEND,3,26.3,8.77
2024-Q4,Halo Courier Eats,WEEKDAY,14,118.4,8.46
2024-Q4,LajuFood Rider,WEEKDAY,8,51.4,6.43
2024-Q4,LajuFood Rider,WEEKEND,8,54.2,6.78
2024-Q4,Maju Dispatch,WEEKDAY,3,16.2,5.4
2024-Q4,Maju Dispatch,WEEKEND,1,0,0
2024-Q4,N/A - Pickup Order,WEEKDAY,20,0,0
2024-Q4,N/A - Pickup Order,WEEKEND,7,0,0
2024-Q4,PandaMove Express,WEEKDAY,11,82.6,7.51
2024-Q4,PandaMove Express,WEEKEND,1,6.9,6.9
2024-Q4,RotiRoad Express,WEEKDAY,6,43.2,7.2
2024-Q4,RotiRoad Express,WEEKEND,2,8,4
2024-Q4,SwiftDrop KL,WEEKDAY,13,105.2,8.09
2024-Q4,SwiftDrop KL,WEEKEND,5,43.4,8.68
2024-Q4,TapauRunner,WEEKDAY,7,45.6,6.51
2024-Q4,TapauRunner,WEEKEND,8,56.9,7.11
2025-Q1,EasyDrop Hub,WEEKDAY,5,39.8,7.96
2025-Q1,EasyDrop Hub,WEEKEND,5,38.6,7.72
2025-Q1,FlashRider MY,WEEKDAY,14,89.4,6.39
2025-Q1,FlashRider MY,WEEKEND,4,28.6,7.15
2025-Q1,GoSend City,WEEKDAY,17,139.2,8.19
2025-Q1,GoSend City,WEEKEND,5,42.1,8.42
2025-Q1,Halo Courier Eats,WEEKDAY,5,27.5,5.5
2025-Q1,LajuFood Rider,WEEKDAY,12,76.4,6.37
2025-Q1,LajuFood Rider,WEEKEND,4,30.2,7.55
2025-Q1,Maju Dispatch,WEEKDAY,9,68.5,7.61
2025-Q1,Maju Dispatch,WEEKEND,1,0,0
2025-Q1,N/A - Pickup Order,WEEKDAY,19,0,0
2025-Q1,N/A - Pickup Order,WEEKEND,8,0,0
2025-Q1,PandaMove Express,WEEKDAY,5,37.5,7.5
2025-Q1,PandaMove Express,WEEKEND,7,48.4,6.91
2025-Q1,RotiRoad Express,WEEKDAY,14,100,7.14
2025-Q1,RotiRoad Express,WEEKEND,1,0,0
2025-Q1,SwiftDrop KL,WEEKDAY,6,50.6,8.43
2025-Q1,SwiftDrop KL,WEEKEND,8,71,8.88
2025-Q1,TapauRunner,WEEKDAY,9,72.3,8.03
2025-Q1,TapauRunner,WEEKEND,6,44.2,7.37
2025-Q2,EasyDrop Hub,WEEKDAY,15,98,6.53
2025-Q2,EasyDrop Hub,WEEKEND,3,22.8,7.6
2025-Q2,FlashRider MY,WEEKDAY,11,70.4,6.4
2025-Q2,FlashRider MY,WEEKEND,2,16.2,8.1
2025-Q2,GoSend City,WEEKDAY,10,68.2,6.82
2025-Q2,GoSend City,WEEKEND,3,24.1,8.03
2025-Q2,Halo Courier Eats,WEEKDAY,19,150.4,7.92
2025-Q2,Halo Courier Eats,WEEKEND,3,15.2,5.07
2025-Q2,LajuFood Rider,WEEKDAY,16,121.6,7.6
2025-Q2,LajuFood Rider,WEEKEND,2,14.8,7.4
2025-Q2,Maju Dispatch,WEEKDAY,8,54.9,6.86
2025-Q2,Maju Dispatch,WEEKEND,3,19.1,6.37
2025-Q2,N/A - Pickup Order,WEEKDAY,18,0,0
2025-Q2,N/A - Pickup Order,WEEKEND,11,0,0
2025-Q2,PandaMove Express,WEEKDAY,5,30.8,6.16
2025-Q2,PandaMove Express,WEEKEND,4,25.1,6.28
2025-Q2,RotiRoad Express,WEEKDAY,8,59.2,7.4
2025-Q2,SwiftDrop KL,WEEKDAY,2,17,8.5
2025-Q2,SwiftDrop KL,WEEKEND,8,63.6,7.95
2025-Q2,TapauRunner,WEEKDAY,14,101.3,7.24
2025-Q2,TapauRunner,WEEKEND,5,38.3,7.66
2025-Q3,EasyDrop Hub,WEEKDAY,12,79,6.58
2025-Q3,EasyDrop Hub,WEEKEND,7,34.2,4.89
2025-Q3,FlashRider MY,WEEKDAY,5,34,6.8
2025-Q3,FlashRider MY,WEEKEND,4,27.4,6.85
2025-Q3,GoSend City,WEEKDAY,12,89.7,7.48
2025-Q3,GoSend City,WEEKEND,11,74.5,6.77
2025-Q3,Halo Courier Eats,WEEKDAY,3,16.6,5.53
2025-Q3,Halo Courier Eats,WEEKEND,4,30.2,7.55
2025-Q3,LajuFood Rider,WEEKDAY,9,62.6,6.96
2025-Q3,LajuFood Rider,WEEKEND,2,16.4,8.2
2025-Q3,Maju Dispatch,WEEKDAY,17,117.8,6.93
2025-Q3,N/A - Pickup Order,WEEKDAY,18,0,0
2025-Q3,N/A - Pickup Order,WEEKEND,11,0,0
2025-Q3,PandaMove Express,WEEKDAY,9,55.9,6.21
2025-Q3,PandaMove Express,WEEKEND,1,7.1,7.1
2025-Q3,RotiRoad Express,WEEKDAY,6,46.4,7.73
2025-Q3,RotiRoad Express,WEEKEND,3,15,5
2025-Q3,SwiftDrop KL,WEEKDAY,8,65.2,8.15
2025-Q3,SwiftDrop KL,WEEKEND,7,49,7
2025-Q3,TapauRunner,WEEKDAY,18,134.5,7.47
2025-Q3,TapauRunner,WEEKEND,4,24.5,6.13
2025-Q4,EasyDrop Hub,WEEKDAY,11,71.4,6.49
2025-Q4,EasyDrop Hub,WEEKEND,4,31.6,7.9
2025-Q4,FlashRider MY,WEEKDAY,11,73,6.64
2025-Q4,FlashRider MY,WEEKEND,4,29,7.25
2025-Q4,GoSend City,WEEKDAY,14,108.9,7.78
2025-Q4,GoSend City,WEEKEND,2,15.6,7.8
2025-Q4,Halo Courier Eats,WEEKDAY,9,78.7,8.74
2025-Q4,Halo Courier Eats,WEEKEND,3,16.2,5.4
2025-Q4,LajuFood Rider,WEEKDAY,10,68.8,6.88
2025-Q4,LajuFood Rider,WEEKEND,4,24,6
2025-Q4,Maju Dispatch,WEEKDAY,8,59.8,7.48
2025-Q4,Maju Dispatch,WEEKEND,13,93,7.15
2025-Q4,N/A - Pickup Order,WEEKDAY,21,0,0
2025-Q4,N/A - Pickup Order,WEEKEND,11,0,0
2025-Q4,PandaMove Express,WEEKDAY,14,109,7.79
2025-Q4,PandaMove Express,WEEKEND,3,25.5,8.5
2025-Q4,RotiRoad Express,WEEKDAY,8,48,6
2025-Q4,RotiRoad Express,WEEKEND,6,44,7.33
2025-Q4,SwiftDrop KL,WEEKDAY,8,33,4.13
2025-Q4,SwiftDrop KL,WEEKEND,3,26,8.67
2025-Q4,TapauRunner,WEEKDAY,10,69.5,6.95
2025-Q4,TapauRunner,WEEKEND,3,16.4,5.47
2026-Q1,EasyDrop Hub,WEEKDAY,6,41,6.83
2026-Q1,EasyDrop Hub,WEEKEND,2,15.6,7.8
2026-Q1,FlashRider MY,WEEKDAY,11,75.2,6.84
2026-Q1,FlashRider MY,WEEKEND,9,56,6.22
2026-Q1,GoSend City,WEEKDAY,15,116.2,7.75
2026-Q1,GoSend City,WEEKEND,4,24.3,6.08
2026-Q1,Halo Courier Eats,WEEKDAY,10,73.3,7.33
2026-Q1,Halo Courier Eats,WEEKEND,1,7.3,7.3
2026-Q1,LajuFood Rider,WEEKDAY,6,34,5.67
2026-Q1,LajuFood Rider,WEEKEND,1,7.6,7.6
2026-Q1,Maju Dispatch,WEEKDAY,7,46.2,6.6
2026-Q1,Maju Dispatch,WEEKEND,7,54.7,7.81
2026-Q1,N/A - Pickup Order,WEEKDAY,19,0,0
2026-Q1,N/A - Pickup Order,WEEKEND,10,0,0
2026-Q1,PandaMove Express,WEEKDAY,10,66.4,6.64
2026-Q1,PandaMove Express,WEEKEND,9,66.3,7.37
2026-Q1,RotiRoad Express,WEEKDAY,7,38.2,5.46
2026-Q1,RotiRoad Express,WEEKEND,2,16.2,8.1
2026-Q1,SwiftDrop KL,WEEKDAY,13,94.4,7.26
2026-Q1,SwiftDrop KL,WEEKEND,7,56.2,8.03
2026-Q1,TapauRunner,WEEKDAY,14,92.4,6.6
2026-Q1,TapauRunner,WEEKEND,7,46.4,6.63
2026-Q2,EasyDrop Hub,WEEKDAY,10,55.8,5.58
2026-Q2,EasyDrop Hub,WEEKEND,4,30.4,7.6
2026-Q2,FlashRider MY,WEEKDAY,18,115,6.39
2026-Q2,FlashRider MY,WEEKEND,7,50.2,7.17
2026-Q2,GoSend City,WEEKDAY,15,110.5,7.37
2026-Q2,GoSend City,WEEKEND,2,8.5,4.25
2026-Q2,Halo Courier Eats,WEEKDAY,11,76.1,6.92
2026-Q2,Halo Courier Eats,WEEKEND,6,42.9,7.15
2026-Q2,LajuFood Rider,WEEKDAY,7,54.2,7.74
2026-Q2,LajuFood Rider,WEEKEND,5,34.8,6.96
2026-Q2,Maju Dispatch,WEEKDAY,17,110.4,6.49
2026-Q2,Maju Dispatch,WEEKEND,2,8.9,4.45
2026-Q2,N/A - Pickup Order,WEEKDAY,26,0,0
2026-Q2,N/A - Pickup Order,WEEKEND,7,0,0
2026-Q2,PandaMove Express,WEEKDAY,7,43.8,6.26
2026-Q2,PandaMove Express,WEEKEND,4,23.3,5.83
2026-Q2,RotiRoad Express,WEEKDAY,10,71,7.1
2026-Q2,RotiRoad Express,WEEKEND,3,12.8,4.27
2026-Q2,SwiftDrop KL,WEEKDAY,8,59.8,7.48
2026-Q2,SwiftDrop KL,WEEKEND,2,7.2,3.6
2026-Q2,TapauRunner,WEEKDAY,14,93.8,6.7
2026-Q2,TapauRunner,WEEKEND,3,22.3,7.43
2026-Q3,EasyDrop Hub,WEEKDAY,1,7.8,7.8
2026-Q3,FlashRider MY,WEEKEND,1,7.2,7.2
2026-Q3,GoSend City,WEEKDAY,4,24.7,6.18
2026-Q3,GoSend City,WEEKEND,1,9.1,9.1
2026-Q3,Halo Courier Eats,WEEKEND,1,6.9,6.9
2026-Q3,LajuFood Rider,WEEKDAY,1,0,0
2026-Q3,LajuFood Rider,WEEKEND,3,20.8,6.93
2026-Q3,Maju Dispatch,WEEKEND,1,8.3,8.3
2026-Q3,N/A - Pickup Order,WEEKDAY,8,0,0
2026-Q3,N/A - Pickup Order,WEEKEND,1,0,0
2026-Q3,PandaMove Express,WEEKDAY,3,23.9,7.97
2026-Q3,PandaMove Express,WEEKEND,2,16.4,8.2
2026-Q3,RotiRoad Express,WEEKDAY,1,7.4,7.4
2026-Q3,SwiftDrop KL,WEEKDAY,5,41.2,8.24
2026-Q3,TapauRunner,WEEKDAY,1,6.5,6.5
company_name,service_status,order_count,fee_revenue,market_share,share_rank
LajuFood Rider,ACTIVE,388,2761.2,11.7,1
SwiftDrop KL,ACTIVE,351,2721,11.6,2
GoSend City,ACTIVE,349,2631.5,11.2,3
EasyDrop Hub,ACTIVE,387,2612.2,11.1,4
TapauRunner,ACTIVE,367,2508.4,10.7,5
FlashRider MY,ACTIVE,370,2470,10.5,6
Halo Courier Eats,ACTIVE,297,2228.4,9.5,7
PandaMove Express,ACTIVE,279,2023.5,8.6,8
Maju Dispatch,ACTIVE,289,1985.9,8.4,9
RotiRoad Express,ACTIVE,226,1560,6.6,10
N/A - Pickup Order,ACTIVE,697,0,0,11
